Title,Congress,House,Sponsor,SponsorParty,LatestAction,LatestActionMonth,LatestActionDay,LatestActionYear,URL
"To amend the Small Business Act to increase the annual Government-wide goal from 20 percent to 25 percent for procurement contracts awarded to small business concerns, small business concerns owned and controlled by socially and economically disadvantaged individuals, and small business concerns owned and controlled by women.",105,House,ALBERT WYNN,D,Referred to the House Committee on Small Business.,6,5,1997,https://www.congress.gov/105/bills/hr1824/BILLS-105hr1824ih.pdf
"Expressing the sense of the Congress that a national summit of sports, political, community, and media leaders should be promptly convened to develop a multifaceted action plan to deter acts of violence, especially domestic violence and sexual assault.",105,House,Bernard Sanders,I,Sponsor introductory remarks on measure. (CR E1095-1096),6,3,1997,https://www.congress.gov/105/bills/hconres29/BILLS-105hconres29ih.pdf
"To authorize the President to award a gold medal on behalf of the Congress to Mother Teresa of Calcutta in recognition of her outstanding and enduring contributions through humanitarian and charitable activities, and for other purposes.",105,House,JON CHRISTENSEN,R,Became Public Law No: 105-16.,6,2,1997,https://www.congress.gov/105/bills/hr1650/BILLS-105hr1650enr.pdf
Teenage Pregnancy Reduction Act of 1997,105,House,NITA LOWEY,D,Referred to the Subcommittee on Health and Environment.,6,2,1997,https://www.congress.gov/105/bills/hr1736/BILLS-105hr1736ih.pdf
"A resolution designating August 16, 1997, as ""National Airborne Day"".",105,Senate,JAMES THURMOND,R,Referred to the Committee on Judiciary.,6,2,1997,https://www.congress.gov/105/bills/sres95/BILLS-105sres95is.pdf
"A resolution proclaiming a nationwide moment of remembrance, to be observed on Memorial Day, May 26, 1997, in order to appropriately honor American patriots lost in the pursuit of peace of liberty around the world.",105,Senate,JAMES THURMOND,R,Star Print ordered on the resolution as agreed to.,6,2,1997,https://www.congress.gov/105/bills/sres76/BILLS-105sres76ats.pdf
"A bill to revise the boundary of the Abraham Lincoln Birthplace National Historic Site in Larue County, Kentucky, and for other purposes.",105,Senate,WENDELL FORD,D,"Committee on Energy and Natural Resources requested executive comment from Department of the Interior, and Office of Management and Budget.",5,23,1997,https://www.congress.gov/105/bills/s312/BILLS-105s312is.pdf
Women and AIDS Research Initiative Amendments of 1997,105,House,CONSTANCE MORELLA,R,Referred to the Subcommittee on Health and Environment.,5,21,1997,https://www.congress.gov/105/bills/hr1571/BILLS-105hr1571ih.pdf
New Jersey Women's Environmental Health Act,105,House,RODNEY FRELINGHUYSEN,R,Referred to the Subcommittee on Health and Environment.,5,21,1997,https://www.congress.gov/105/bills/hr1413/BILLS-105hr1413ih.pdf
Women's Business Centers Act of 1997,105,House,NANCY JOHNSON,R,Referred to the House Committee on Small Business.,5,21,1997,https://www.congress.gov/105/bills/hr1693/BILLS-105hr1693ih.pdf
A concurrent resolution to permit the use of the rotunda of the Capitol for a congressional ceremony honoring Mother Teresa.,105,Senate,SAM BROWNBACK,R,Motion to reconsider laid on the table Agreed to without objection.,5,20,1997,https://www.congress.gov/105/bills/sconres26/BILLS-105sconres26enr.pdf
Jacob Wetterling Crimes Against Children and Sexually Violent Offenders Registration Improvements Act of 1997,105,Senate,Judd Gregg,R,Read twice and referred to the Committee on Judiciary.,5,20,1997,https://www.congress.gov/105/bills/s767/BILLS-105s767is.pdf
Sexual Harassment Accountability Act of 1997,105,Senate,Olympia Snowe,R,Read twice and referred to the Committee on Armed Services.,5,16,1997,https://www.congress.gov/105/bills/s762/BILLS-105s762is.pdf
A bill to ensure the continuation of gender-integrated training in the Armed Forces.,105,Senate,Olympia Snowe,R,Read twice and referred to the Committee on Armed Services.,5,16,1997,https://www.congress.gov/105/bills/s760/BILLS-105s760is.pdf
Mom and Pop Protection Act,105,House,JOSEPH KENNEDY,D,Referred to the Subcommittee on Commercial and Administrative Law.,5,5,1997,https://www.congress.gov/105/bills/hr1444/BILLS-105hr1444ih.pdf
Employer Liability for Gender-Related Violence Act of 1997,105,House,CAROLYN MALONEY,D,Referred to the Subcommittee on Crime.,5,5,1997,https://www.congress.gov/105/bills/hr1332/BILLS-105hr1332ih.pdf
"Healthy Mothers, Healthy Children Act of 1997",105,House,GARY ACKERMAN,D,Referred to the Subcommittee on Crime.,5,5,1997,https://www.congress.gov/105/bills/hr1229/BILLS-105hr1229ih.pdf
"A bill to authorize the President to award a gold medal on behalf of the Congress to Mother Teresa of Calcutta in recognition of her outstanding and enduring contributions through humanitarian and charitable activities, and for other purposes.",105,Senate,SAM BROWNBACK,R,Read twice and referred to the Committee on Banking.,5,1,1997,https://www.congress.gov/105/bills/s689/BILLS-105s689is.pdf
Women's Investment and Savings Equity Act of 1997,105,House,BILL MCCOLLUM,R,Referred to the House Committee on Ways and Means.,4,30,1997,https://www.congress.gov/105/bills/hr1496/BILLS-105hr1496ih.pdf
Minority and Women Capital Formation Act of 1997,105,Senate,ARLEN SPECTER,R,Read twice and referred to the Committee on Finance.,4,23,1997,https://www.congress.gov/105/bills/s635/BILLS-105s635is.pdf
New Jersey Women's Environmental Health Act,105,Senate,ROBERT TORRICELLI,D,Read twice and referred to the Committee on Labor and Human Resources.,4,23,1997,https://www.congress.gov/105/bills/s631/BILLS-105s631is.pdf
Women's Pension Equity Act of 1997,105,House,NITA LOWEY,D,Referred to the Subcommittee on Employer-Employee Relations.,4,21,1997,https://www.congress.gov/105/bills/hr1105/BILLS-105hr1105ih.pdf
Women's Investment and Savings Equity Act of 1997,105,Senate,Judd Gregg,R,Read twice and referred to the Committee on Finance.,4,17,1997,https://www.congress.gov/105/bills/s620/BILLS-105s620is.pdf
To provide that if an employer provides additional leave to a parent for the birth such employer shall provide the same leave to a parent for an adopted child or a foster child.,105,House,ELEANOR NORTON,D,Referred to the Subcommittee on Employer-Employee Relations.,4,14,1997,https://www.congress.gov/105/bills/hr1113/BILLS-105hr1113ih.pdf
"To record place of birth as Jerusalem, Israel, for purposes of United States passports.",105,House,NITA LOWEY,D,Referred to the House Committee on International Relations.,4,10,1997,https://www.congress.gov/105/bills/hr1298/BILLS-105hr1298ih.pdf
Partial-Birth Abortion Ban Act of 1997,105,House,CHARLES CANADY,R,Sponsor introductory remarks on measure. (CR E585-586),4,8,1997,https://www.congress.gov/105/bills/hr929/BILLS-105hr929rh.pdf
Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.,105,House,CAROLYN MALONEY,D,Referred to the Subcommittee on the Constitution.,4,2,1997,https://www.congress.gov/105/bills/hjres66/BILLS-105hjres66ih.pdf
To commemorate the birthday of Cesar E. Chavez.,105,House,BOB FILNER,D,Referred to the Subcommittee on Civil Service.,3,25,1997,https://www.congress.gov/105/bills/hjres65/BILLS-105hjres65ih.pdf
"Supporting the commitments of the United States announced at the United Nations Fourth World Conference on Women, held in Beijing, China, in September 1995.",105,House,CAROLYN MALONEY,D,Referred to the Subcommittee on International Operations and Human Rights.,3,21,1997,https://www.congress.gov/105/bills/hconres39/BILLS-105hconres39ih.pdf
Late Term Abortion Restriction Act,105,House,STENY HOYER,D,Referred to the Subcommittee on Health and Environment.,3,21,1997,https://www.congress.gov/105/bills/hr1032/BILLS-105hr1032ih.pdf
Women's Health Office Act of 1997,105,House,CONSTANCE MORELLA,R,Referred to the Subcommittee on Health and Environment.,3,21,1997,https://www.congress.gov/105/bills/hr920/BILLS-105hr920ih.pdf
HHS Women Scientist Employment Opportunity Act,105,Senate,BARBARA MIKULSKI,D,Read twice and referred to the Committee on Labor and Human Resources.,3,20,1997,https://www.congress.gov/105/bills/s487/BILLS-105s487is.pdf
Domestic Violence Legal Services Eligibility Act,105,House,NANCY PELOSI,D,Referred to the Subcommittee on Commercial and Administrative Law.,3,20,1997,https://www.congress.gov/105/bills/hr1076/BILLS-105hr1076ih.pdf
"Providing for consideration of the bill (H.R. 1122) to amend title 18, United States Code, to ban partial-birth abortions.",105,House,SUE MYRICK,R,Motion to reconsider laid on the table Agreed to without objection.,3,20,1997,https://www.congress.gov/105/bills/hres100/BILLS-105hres100eh.pdf
A bill to amend the Immigration and Nationality Act to facilitate the immigration to the United States of certain aliens born in the Philippines or Japan who were fathered by United States citizens.,105,Senate,DANIEL INOUYE,D,Referred to Subcommittee on Immigration.,3,19,1997,https://www.congress.gov/105/bills/s111/BILLS-105s111is.pdf
Battered Women's Employment Protection Act,105,House,LUCILLE ROYBAL-ALLARD,D,Referred to the Subcommittee on Employer-Employee Relations.,3,14,1997,https://www.congress.gov/105/bills/hr851/BILLS-105hr851ih.pdf
Domestic Violence Victims Housing Act,105,House,BARNEY FRANK,D,Referred to the Subcommittee on Housing and Community Opportunity.,3,14,1997,https://www.congress.gov/105/bills/hr871/BILLS-105hr871ih.pdf
Partial-Birth Abortion Ban Act of 1997,105,Senate,RICK SANTORUM,R,Committee on Judiciary. Hearings held. Hearings printed: S.Hrg. 105-90.,3,11,1997,https://www.congress.gov/105/bills/s6/BILLS-105s6is.pdf
Proposing an amendment to the Constitution of the United States to provide that no person born in the United States will be a United States citizen on account of birth in the United States unless a parent is a United States citizen at the time of the birth.,105,House,H. CALLAHAN,R,Referred to the Subcommittee on the Constitution.,3,11,1997,https://www.congress.gov/105/bills/hjres60/BILLS-105hjres60ih.pdf
Domestic Violence Identification and Referral Act of 1997,105,House,CONSTANCE MORELLA,R,Referred to the Subcommittee on Health and Environment.,3,7,1997,https://www.congress.gov/105/bills/hr884/BILLS-105hr884ih.pdf
Women's Preventive Health Care Act of 1997,105,House,JON FOX,R,Referred to the Subcommittee on Health and Environment.,3,7,1997,https://www.congress.gov/105/bills/hr760/BILLS-105hr760ih.pdf
Comprehensive Women's Pension Protection Act of 1997,105,House,BARBARA KENNELLY,D,Referred to the Subcommittee on Employer-Employee Relations.,3,7,1997,https://www.congress.gov/105/bills/hr766/BILLS-105hr766ih.pdf
To provide that the firearms prohibitions applicable by reason of a domestic violence misdemeanor conviction do not apply to government entities.,105,House,BART STUPAK,D,Subcommittee Hearings Held.,3,5,1997,https://www.congress.gov/105/bills/hr445/BILLS-105hr445ih.pdf
"To amend title 18, United States Code, to provide that the firearms prohibitions applicable by reason of a domestic violence misdemeanor conviction do not apply if the conviction occurred before the prohibitions became law.",105,House,BOB BARR,R,Subcommittee Hearings Held.,3,5,1997,https://www.congress.gov/105/bills/hr26/BILLS-105hr26ih.pdf
"To require the Attorney General to promulgate regulations relating to gender-related persecution, including female genital mutilation, for use in determining an alien's eligibility for asylum or withholding of deportation.",105,House,CAROLYN MALONEY,D,Referred to the Subcommittee on Immigration and Claims.,3,5,1997,https://www.congress.gov/105/bills/hr825/BILLS-105hr825ih.pdf
Women's Right To Know Act of 1997,105,House,LOUISE SLAUGHTER,D,Referred to the Subcommittee on the Constitution.,3,5,1997,https://www.congress.gov/105/bills/hr558/BILLS-105hr558ih.pdf
Women's Health and Cancer Rights Act of 1997,105,House,SUSAN MOLINARI,R,Referred to the Subcommittee on Employer-Employee Relations.,3,3,1997,https://www.congress.gov/105/bills/hr616/BILLS-105hr616ih.pdf
"A bill to require the Director of the Federal Emergency Management Agency to provide funds for compensation for expenses incurred by the State of New York, Nassau County and Suffolk County, New York, and New York City, New York, as a result of the crash of flight 800 of Trans World Airlines.",105,Senate,ALFONSE D'AMATO,R,Read twice and referred to the Committee on Environment and Public Works.,2,28,1997,https://www.congress.gov/105/bills/s383/BILLS-105s383is.pdf
